,GPS,IMU,VelocidadLlantas,PorcentajeLlenado,KilosProcesados,VelocidadTrilladora,NivelCombustible,Kilometraje,NivelAceite,PresionLlantas
2743,90.35,23.53,40.49,26.9,23.91,38.05,39.61,10.65,94.68,64.59
2744,95.9,73.35,62.24,48.44,4.23,25.88,25.83,34.38,49.14,99.11
2745,76,93.36,50.44,24.63,19.3,28.35,98.11,11.97,2.02,0.72
2746,8.84,28.33,29.76,92.33,30.75,60.6,35.95,71.09,66.59,14.2
2747,58.67,49.97,98.49,13.53,97.85,82.44,85.89,23.14,19.7,36.68
2748,9.59,5.26,13.39,73.12,65.5,59.67,26.93,24.17,99.7,7.09
2749,20,5.46,49.33,92.85,19.02,28.32,10.32,26.45,2.18,28.29
2750,83.52,4.46,81.57,39.16,21.1,40.77,56.44,46.46,87.59,98.85
2751,39.55,57.9,6.07,52.1,47.73,29.19,21.89,86.69,19.14,33.98
2752,89.37,32.49,21.66,9.01,61.56,63.22,48.37,19.22,79.08,75.67
2753,94.45,93.6,94.56,77.21,21.19,50.48,85.49,6.21,35.05,59.77
2754,81.14,96.36,58.43,44.2,53.28,24.46,70.89,95.26,31.17,50.08
2755,75.85,41.81,51.49,93.95,83.9,84.59,77.93,40.01,93.61,8.13
2756,70.04,4.77,14.38,38.55,91.29,62.71,78.21,52.21,60.09,33.42
2757,17.28,26.89,14.25,81.08,50.49,99.58,15.67,82.84,42.72,46.9
2758,14.92,22.37,54.24,36.17,30.69,73.03,88.37,98.65,88.13,73.14
2759,17.49,97.87,25.25,74.11,22.03,17.93,31.23,88.76,74.96,44.65
2760,17.58,8.35,29.98,31.49,15.34,58.01,31.63,18.57,55.02,64.08
2761,35.58,66.54,39.53,80.87,81.49,69.93,92.97,85.3,57.89,91.37
2762,90.5,58.27,95.56,32.06,99.48,35.67,35.07,99.31,81.82,80.4
2763,1.43,78.34,79.74,74,25.66,24.33,14.57,48.75,37.6,81.47
2764,87.98,51.89,98.55,33.79,4.02,53.68,6.48,23.22,14.74,11.17
2765,71.34,15.33,61.22,63.67,80.22,30.09,53.03,83.42,32.32,20.05
2766,19.45,31.89,13.16,43.64,53.56,17.14,12.66,76.16,38.95,10.9
2767,30.76,93.06,6.74,54.15,22.99,18.57,26.58,99.91,46.81,60.27
2768,69.1,76.89,90.04,91.62,38.52,82.48,3.71,45.08,15.17,20.3
2769,82.65,69.9,70.45,7.8,4.8,69.3,5.09,58.77,6.93,73.35
2770,0.41,36.75,76.65,48.63,23.81,26.89,72.08,7.96,66.61,42.52
2771,52.45,22.1,25.98,37.44,73.65,99.19,75.9,48.73,58.08,96.5
2772,95.7,35.81,94.95,81.76,12.14,27.69,96.99,36.98,56.52,22.62
2773,76.84,68.76,21.05,53.35,9.31,84.47,22.51,31.47,75.78,64.99
2774,99.83,99.67,41.43,75.96,17.27,38.17,91.61,55.51,23.18,41.63
2775,99.16,32,1.73,78.41,78.34,23.07,50.11,87.21,31.32,13.08
2776,19.14,17.15,25.22,17.71,87.85,64.33,30.82,80.5,54.65,80.55
2777,2.43,55.07,25.72,5.32,99.46,93.03,47.66,53.07,32.94,44.03
2778,86.28,12.73,19.08,19.78,94.51,44.19,51.96,63.98,72.39,32.59
2779,81.51,2.87,6.54,61.8,43.97,47.41,51.78,74.55,38.59,50.44
2780,42.22,0.99,60.11,62.64,53.78,38.81,60.27,20.68,56.26,46.97
2781,74.3,26.64,88.89,58.57,13.51,73.76,31.26,71.08,47.16,5.18
2782,16.99,32.48,48.62,46.04,71.46,86.69,10.69,64.52,71.32,88.9
2783,86.01,71.12,29,79.97,19.9,81.9,48.15,71.8,39.25,84.11
2784,59.06,74.95,79.51,67.58,36.58,89.39,99.3,94.36,46.74,42.71
2785,67.68,72.6,19.39,10.4,9.06,49.11,15.82,84.48,33.44,85.86
2786,46.14,43.69,33.96,70.38,28.68,50.78,35.27,0.34,70.54,51.34
2787,45.55,6.52,80.1,73,14.49,45.53,84.73,54.48,59.3,52.16
2788,90.36,18.76,25.38,90.86,56.03,71.67,18.57,78.79,87.45,3.84
2789,10.16,21.19,94.18,86.34,31.96,22.2,48.62,94.96,13.91,16.49
2790,72,28.95,78.33,74.96,72.42,61.94,34.58,82.37,19.5,86.5
2791,54.75,22.87,43.79,15.32,51.64,89.44,35.38,43.17,94.71,71.02
2792,59.4,26.8,97.96,45.51,77.77,35.88,69.43,87.43,60.9,80.25
2793,54.31,73.85,71.72,84.78,44.31,36.37,35.53,23.22,45.42,64.29
2794,13,86.67,62.26,76.04,40.58,99.55,31.09,33.95,28.21,49.15
2795,84.87,7.86,79.56,96.15,99.09,13.75,86.95,36.89,76.82,10.81
2796,87.09,11.65,47.76,32.47,11.3,35.24,45.29,66.1,94.43,26.74
2797,79.65,64.24,37.81,14.29,74.57,79.07,4.24,22.16,64.55,32.36
2798,81.96,54.75,51.95,3.03,16.69,55.9,27.38,93.72,5.09,61.75
2799,59.06,4.12,6.49,15.45,98.99,21.36,92.42,57.52,82.28,40.56
2800,99.27,94.46,75.68,62.64,78.17,1.75,33.96,55.38,47.8,74.77
2801,78.98,4.79,93.87,1.32,9.61,34.24,6.93,2.98,17,84.97
2802,51.73,61.63,30.88,58.57,44.19,82.24,68.99,18.91,86.02,36.93
2803,6.06,53.61,4.78,79.63,88.13,76.66,97.19,87.22,71.72,73.95
2804,28.67,14.69,26.32,94.05,66.4,29.08,45.36,42.78,88.94,46.94
2805,23.34,2.87,39.87,67.43,10.45,30.96,33.13,14.53,34.19,67.9
2806,8.89,77.76,76.63,75.19,27.33,82.11,52.69,31.27,5.23,2.59
2807,78.87,31.62,79.59,53.69,29.84,29.68,40.82,45.37,72.51,13
2808,62.03,92.56,99.42,30.3,61.88,50.17,20.86,95.46,5.5,50.81
2809,85.48,21.86,40.53,75.2,91.44,61.67,25.15,33.16,80,96.78
2810,49.12,16.14,68.37,28.64,51.98,34.29,20.59,19.6,66.57,70.59
2811,10.61,74.34,95.94,14.02,50.21,78.89,4.32,86.76,25.38,50.12
2812,14.66,30.02,98.29,32.01,49.19,56.8,95.35,85.33,0.51,18.14
2813,34.73,63.19,52.65,3.54,34.45,90.96,83.03,64.03,5.92,67.91
2814,35.88,26.5,40.19,6.88,36.54,58.87,14.22,3.58,57.77,18.01
2815,80.56,15.38,72.35,80.06,60.27,86.78,1.95,58.87,35.89,43.62
2816,78.85,27.69,21.71,75.9,30.6,79.72,18.27,54.65,64.23,77.6
2817,77.83,97.74,32.11,31.65,86.6,61.64,11.29,3.06,63.51,97.11
2818,51.87,63.47,59.35,49.64,12.97,47.46,99.97,82.24,41.95,96.62
2819,5.68,38.72,0.62,77.97,9.13,0.79,85.54,84.59,34.58,82.87
2820,2.49,29.35,14.56,65.77,16.41,16.8,12.82,10.84,27.29,89.56
2821,49.68,4.85,88.51,65.86,39.59,43.61,13.56,63,93.56,47.12
2822,90.1,10.25,92.18,42.78,15.1,23.6,3.66,41.07,40.33,59.95
2823,24.93,64.66,40.73,23.2,91.57,99.01,54.69,86.68,79.89,79.14
2824,50.03,83.29,99.24,69.33,60.69,62.44,57.38,28.93,66.12,57.94
2825,71.96,64.62,55.95,11.07,56.28,75.43,35.83,73.29,35.19,39.8
2826,52.79,95.33,73.15,80.96,31.53,91.4,1.01,15.65,96.54,32.92
2827,53.24,35.78,49.7,77.86,59.75,40.55,99.99,73.64,8.78,96.78
2828,61.29,35.78,58.3,22.7,88.4,34.71,57.33,27.16,25.78,7.55
2829,12.47,31.66,96.74,90.14,2.66,80.17,55.05,64.67,66.99,53.4
2830,34.19,50.41,30.59,21.65,97.72,0.02,96.86,9.29,10.64,34.68
2831,91.72,1.15,23.57,14.82,25.77,64.78,61.46,57.71,35.49,91.63
2832,31.03,66.37,81.78,47.5,60.49,74.73,87.25,81.61,69.32,39.78
2833,1.79,24.23,94.21,99.93,86.88,60.14,72.25,42.55,46.27,27
2834,74.72,48.19,43.72,40,24.66,72.25,63.79,92.53,82.15,61.6
2835,0.93,45.9,43.03,1.26,66.62,4.41,38.56,52.92,58.78,26.76
2836,87.62,83.45,44.89,19.46,51.68,52.42,47.61,32.96,80.21,7.88
2837,74.32,8.86,65.83,3.41,19.12,98.79,63.12,80.18,55.47,32.89
2838,87.59,8.02,17.3,79.17,69.22,23.97,37.61,2.34,25.14,31
2839,66.92,91.81,10.33,68.02,74.84,53.73,94.63,53.77,87.43,71.43
2840,47.62,46.3,54.18,83.08,30.59,79.5,2.24,64.98,7.34,58.55
2841,92.25,3.36,76.85,94.42,47.14,29.02,18.88,48.32,78.27,67.02
2842,60.71,82.11,12.76,25.08,9.59,59.71,16.2,92.91,82.61,36.93
2843,94.48,86.92,39.53,92.97,60.62,27.12,14.96,28.85,88.27,22.56
2844,25.22,12.98,84.45,9.13,75.96,90.6,90.13,0.96,16.33,19.56
2845,44.8,5.91,29.37,48.18,10.64,87.17,18.38,57.84,85.74,99.24
2846,7.41,29.36,26.65,66.91,45.78,69.45,85.63,38.97,70.48,65.59
2847,34.39,6.64,76.66,83.25,68.35,17.33,97.53,14.66,21.42,23.19
2848,38.76,56.33,67.57,70.03,88.53,26.17,62.59,32.6,11.5,24.22
2849,83.43,7.68,80.84,63.85,55.68,86.02,27.78,69.55,49.92,10.76
2850,40.2,63.11,5.92,65.82,19.12,86.75,82.24,10.34,86.04,61.22
2851,14.68,37.24,59.39,28.73,32.53,81.9,99.81,54.22,39.11,53.87
2852,73.34,75.97,32.86,2.76,75.64,1.06,95.96,30.43,93.35,98.86
2853,78.55,82.05,93.51,73.33,94.77,55.51,92.7,47.21,19.14,54.76
2854,48.16,99.31,0.93,10.56,0.72,77.63,11.49,13.75,42.5,18.89
2855,9.17,15.64,62.57,56.34,34.82,78.84,45.87,81.77,67.97,4.69
2856,46.6,85.98,18.73,55.97,91.81,59.05,21.78,70.11,17.85,3.95
2857,45.77,6.48,2.03,83.86,71.85,20.23,63.99,36.82,16.5,59.4
2858,16.68,71.42,59.21,51.35,52.04,6.05,84.39,90.75,73.21,11.02
2859,51.4,27.25,55.93,63.9,56.46,50.93,35.05,95.75,75.78,38
2860,30.71,26.52,28.91,71.3,83.42,15.25,81.65,25.18,18.7,64.8
2861,15.72,9.13,27.01,6.88,25.53,16.27,53.36,88.16,59.4,28.56
2862,72.54,86.51,36.64,11.01,8.88,67.35,43.11,97.83,28.35,28.68
2863,59.96,1.05,50.78,15.94,77.75,11.27,54.67,31.15,67.6,19.96
2864,62.08,66.34,60.87,33.15,23.35,6.05,89.29,19.62,19.67,95.21
2865,62.33,30.36,66.58,89.03,77.47,89.31,95.16,87.6,9.61,1.63
2866,93.57,64.86,26.9,68.89,15,49.06,77.12,32.44,20.24,79.7
2867,79.41,74.81,30.46,34.34,33.01,34.46,67.7,78.71,73.72,89.43
2868,49.78,48.34,53.43,51.26,58.06,99.08,74.49,11.35,99.06,62.52
2869,25.36,65.95,21.12,14.15,54.92,1.86,35.36,70.94,33.6,10.31
2870,6.46,28.74,62.51,1.84,6.46,77.98,48.67,45.29,64.15,68.35
2871,24.13,63.5,27.27,63.12,67.41,52.99,83.11,17.89,15.97,75.37
2872,72.16,89.51,98.99,81.84,27.95,71.05,8.87,92.48,39.51,24.26
2873,75.94,50.92,52.22,30.65,91.28,10.75,98.34,24.22,25.27,58.56
2874,5.49,26.43,81.49,98.81,16.71,43.6,25.07,8.7,44.16,22.84
2875,62.59,11.95,56.91,32.48,73.32,35.67,56.94,99.97,99.33,99.36
2876,21.47,47.7,58.61,22.51,99.28,38.53,83.99,98.54,61.8,76.92
2877,51,80.7,47.48,85.84,20.16,10.24,95.7,12.97,11.81,25.34
2878,11.85,82.46,82.4,15.73,18.82,40.53,59.65,99.8,47.14,17.71
2879,76.27,92.19,87.54,49.7,43.82,97.41,21.71,70.71,66.31,94.35
2880,78.53,66.27,70.86,79.68,32.74,18.37,70.91,1.01,10.77,75.76
2881,64.52,48.11,99.26,94.5,39.56,69.37,42.99,86.9,93.12,44.58
2882,1.87,10.34,46.41,18.08,8.15,6.12,47.42,0.7,70.07,89.75
2883,7.48,73.25,3.05,24.45,81.3,32.89,99.83,65.13,98.64,74.47
2884,20.97,44.22,43.48,20.9,43.37,17.77,67.77,14.87,64.66,56.63
2885,87.21,2.31,30.35,49.81,51.72,60.15,0.81,46.99,70.55,68.08
2886,38.14,90.05,86.48,11.44,81.13,97.32,23.79,51.63,27.03,2.05
2887,98.72,96.32,46.65,16.8,69.53,67.87,34.97,1.14,98.77,57.98
2888,49.05,5.51,25.3,23.75,5,86.55,87.11,56.02,1.97,57.38
2889,41.28,63.83,50.61,21.56,49.3,34.35,23.05,13.8,35.16,36.11
2890,22.98,8.25,13.84,34.19,55.73,21.23,97.15,7.03,29.99,66.25
2891,26.88,57.92,79.71,44.46,74.79,45.5,15.73,62.11,84.6,4.02
2892,55.73,63.07,60.95,69.29,8.12,29.37,98.41,20.12,32.08,16.2
2893,14.59,60.1,68.18,70.41,77.53,17.25,31.58,1.6,45.99,82.91
2894,66.96,86.34,99.53,33.95,22.95,58.09,4.5,6.14,37.65,78.69
2895,21.55,67.63,84,26.19,24.18,9.72,24.7,32.9,79.6,55.01
2896,65.66,73,71.81,66.8,66.15,96.55,18.92,34.76,29.08,57.45
2897,0.06,76.35,1.89,37.28,64.58,32.92,5.66,81.47,56.75,7.98
2898,36.5,57.39,76.3,62.32,6.22,82.93,91.26,31.63,35.77,84.73
2899,3.96,21.76,95.95,55.74,54.83,68.11,81.33,37.48,64.31,17.72
2900,32.12,54.02,58.58,30.48,11.91,44.92,15.27,62.71,31.18,64.2
2901,99.61,65.09,46.36,22,0.51,46.3,42.35,26.78,20.88,12.62
2902,14.63,51.18,26.27,15.14,7.87,99.3,45.37,9.13,56.77,49.37
2903,32.74,37.9,99.73,90,15.93,77.01,9.72,75.62,86.36,19.77
2904,90.94,79.13,28.22,66.34,17.57,98.09,20.59,89.91,12.73,58.96
2905,63.92,71.11,99.51,91,43.93,80.01,77.64,56.13,99.35,70.77
2906,68.41,57.44,98.24,57.59,93.11,78.91,42.78,87.8,52.18,31.08
2907,30.38,85.89,48,11.79,18.09,45.66,9.61,29.44,39.57,61.35
2908,94.41,80.74,54.16,95.45,6.08,64.87,13.39,62.39,56.57,82.04
2909,20.46,78.96,8.63,65.42,98.25,76.82,7.77,33.89,64.96,44.52
2910,96.13,71.05,0.19,38.8,65.4,37.43,67.55,18.07,21,59.44
2911,56.85,60.29,65.1,2.33,60.51,13.49,82.31,46.76,34.6,26.24
2912,4.2,5.11,58.56,9.07,17.67,20.29,13.06,1.5,82.44,51.75
2913,28.78,13.54,10.98,59.58,58.67,73.31,46.43,95.17,85.55,44.74
2914,3.75,2.19,64.25,84.49,3.75,44.78,33.88,75.89,79.57,75.76
2915,45.22,44.75,18.13,99.73,39.06,67.87,52.53,57.08,73.72,50.72
2916,47.21,8.09,73.24,39.94,79.11,9.5,78.22,18,5.57,37.07
2917,73.26,56.83,73.94,33.93,97.77,20.19,67.04,46.2,98.53,70.99
2918,6.43,83.79,91.03,2.08,96.5,17.05,70.69,31.29,26.72,30.07
2919,82.51,94.68,92.77,89.17,1.71,49.72,12.63,42.3,10.49,32.54
2920,75.91,70.12,82.01,17.79,72.25,18.31,88.86,14.4,14.23,21.97
2921,83.77,92.12,46.44,74.21,15.19,4.36,18.22,70.46,68.3,15.17
2922,70.21,68.5,90.86,4.81,85.67,20.48,75.31,47.82,43.63,18.4
2923,50.93,76.14,26.79,18.6,2.83,6.42,68.05,96.18,28.04,79.78
2924,75.96,29.84,47.56,98.99,78.03,41.71,99.21,80.73,2.58,19.39
2925,0.7,97.6,7.71,80.85,6.79,62.01,95.76,27.55,61.7,75.7
2926,71.12,41.84,27.45,81.16,52.72,59.24,32.95,79.01,48.96,38.53
2927,12.58,34.78,97.37,36.8,62.93,96.27,74.9,24.9,57.43,3.64
2928,9.23,73.26,27.48,24.55,56.29,10.61,97.59,23.36,50.81,84.14
2929,84.11,5.43,48.41,46.4,40.59,3.74,63.07,57.8,88.3,12.28
2930,43.81,79.77,71.16,10.43,86.2,77.91,95.35,85.25,62.9,43.27
2931,39.93,38.67,56.96,70.5,89.34,28.54,97.96,88.94,85.29,83.06
2932,94.96,78.75,51.06,27.57,3.31,23.79,41.01,30.86,85.61,80.49
2933,61.7,79.87,10.58,37.21,26.94,93.96,52.59,9.68,15.23,59.38
2934,66.51,21.81,67.28,19.21,24.04,78.71,56.36,17.78,66.44,63.23
2935,96.74,45.68,36.91,53.2,45.39,53.88,25.88,22.72,91.17,34.09
2936,13.35,87.07,75.07,39.67,55.92,47.33,66.51,68.06,24.74,20.54
2937,27.68,28.3,40.33,79.93,40.56,74.99,16.7,19.72,99.86,75.22
2938,44.75,81.25,73.6,8.17,38,60.71,78.74,8.62,84.8,68.03
2939,2.32,75.85,59.49,44.29,73.22,6.05,15.07,85.97,3.35,61.41
2940,12.86,23.9,28.43,10.93,7.49,42.66,96.88,16.18,56.07,3.55
2941,26.33,93.7,9.5,49.92,32.29,32.49,97.74,68.63,52.39,40.23
2942,62.74,87.62,96.78,80.17,13.6,38.2,3.86,96.15,23.74,83.47
2943,27.57,11.49,83.42,7.42,30.29,2.18,46.5,46.28,46.24,97.44
2944,12.35,14.92,9.8,42.97,24.72,50.25,47.27,67.56,37.95,86.5
2945,34.56,40.66,51.78,41.86,24.8,12.33,11.86,46.92,73.04,64.42
2946,86.13,16.83,99.77,79.47,21.45,35.75,44.76,82.14,80.3,57.84
2947,75.37,28.44,56.18,84.07,49.82,86.48,50.38,38.73,27.27,29.65
2948,21.05,56.49,63.61,20.32,25.64,81.63,81.37,20.12,65.41,46.12
2949,5,72.92,3.34,84.08,91.59,98.38,30.6,84.95,96.23,45.52
2950,63.14,85.51,22.96,71.83,6.87,85.99,44.46,57.93,88.2,12.01
2951,48.78,38.47,16.47,49.02,95.89,45.01,89.93,25.11,9.56,46.51
2952,74.96,83.08,67.14,98.16,76.12,21.12,80.17,59.31,81.4,44.48
2953,51.88,60.96,53.17,35.59,51.46,83.75,36.66,55.24,32.97,33.24
2954,31.7,14.79,4.97,25.67,74.78,98.69,62.19,46.89,96.1,96.66
2955,95.66,38.61,24.93,82.97,36.4,32.6,41.35,41.46,38.71,46.1
2956,73.92,63.25,5.84,34.14,41.72,6.14,18.75,30.78,93.44,32.7
2957,46.88,24.88,59.91,82.58,28.87,79.06,48.58,30.34,61.43,86.77
2958,20.49,31.11,70.82,15.27,53.82,90.39,31.82,50.82,40.04,64.02
2959,38,74.73,50.35,7.46,31.11,25.49,59.91,29.22,63.96,74.79
2960,29.97,72.79,40.55,90.1,92.44,67.89,70.83,32.64,70.3,46.86
2961,38.74,96.89,97.42,3.46,65.24,46.3,22.29,79.88,10.03,65.51
2962,98.44,45.38,42.81,12.29,76.85,44.85,16.25,60.49,36.98,51.85
2963,72.7,42.33,51.7,26.73,46.28,21.88,6.18,56.05,35.23,28.51
2964,91.27,83.04,60.64,64.12,0.23,49.62,99.85,31.77,43.09,76.51
2965,99.7,45.4,77.3,18.68,58.92,37.22,31.48,51.45,6.78,35.76
2966,87.75,81.52,34.23,97.99,46.84,94.94,81.74,26.2,95.69,5.26
2967,14.67,75.17,14.78,4.44,69.46,57.19,90.7,18.58,69.07,94.82
2968,38.12,64.89,16.84,54.65,86.03,40.83,48.63,70.33,69.3,93.02
2969,57.65,89.97,0.27,46.28,2.9,55.66,66.65,93.45,15.8,16.06
2970,87.45,18.85,41.35,37.75,84.28,19.53,6.44,21.34,31.11,24.2
2971,49.94,78.4,43.37,66.68,74.32,14.66,7.72,85.88,70.51,40.6
2972,1.5,1.11,65.02,52.44,80.14,57.97,45.62,64.47,10.93,8.84
2973,3.86,57.35,55.82,68.58,71.64,17.7,60.62,27.73,94.05,60.74
2974,6.41,12.99,1.6,13.91,0.45,68.4,8.2,95.73,83.34,77.2
2975,13.24,22.08,45.33,94.84,28.18,87.42,83.33,33.1,17.59,44.82
2976,15.2,79.39,45.1,11.78,8.5,51.67,99.71,69.66,74.21,11.11
2977,0.29,52.44,14.12,14.02,9.45,72.74,66.7,50.46,21.1,31.2
2978,27.36,20.28,42.11,72,56.02,90.97,62.21,42.11,47.2,87.75
2979,72.88,2.52,45.96,15.26,71.27,1.8,47.96,55.46,38.1,63.92
2980,45.79,87.19,45.61,40.23,84.9,92.64,5.62,96.1,50.31,22.55
2981,41.03,41.57,63.91,7.27,37.56,25.17,71.67,99.19,40.81,22.42
2982,79.74,96.62,1.5,52.16,99.52,96.81,95.37,18.46,32.65,95.87
2983,65.83,24.65,68.42,71,96.7,91.64,94.76,13.82,13.68,68.07
2984,40.36,40.42,39.02,60.08,81.53,87.71,26.2,88.37,51.56,72.72
2985,58.89,75.16,66.99,88.47,84.25,4.87,72.43,65.12,17.77,45.48
2986,95.59,5.33,80.21,96.5,54.8,83.38,92.28,58.12,32.18,19.57
2987,45.43,47.32,4.92,11.22,49.63,98.48,66.26,96.23,3.23,56.26
2988,42.13,55.7,23.97,79.19,93.54,57.66,72.24,56.64,96.31,1.96
2989,61.02,61.21,55.78,83.39,90.45,91.63,33.73,38.66,71.34,23.86
2990,16.35,23.82,36.56,2.01,82.24,69.07,61.96,87.43,72.94,38.52
2991,91.95,39.37,47.75,91.44,13.28,57.99,42.54,17.44,97.57,76.83
2992,35.39,73.95,88.42,81.47,8.73,14.87,96.55,26.32,5.17,56.04
2993,77.62,89.77,8.36,68.95,68.6,72.72,75.26,64.54,11.81,81.13
2994,89.44,80.2,68.31,50.35,20.39,58.17,72.59,63.04,21.39,54.27
2995,59.41,4.04,97.43,75.23,59.32,26.26,77.28,84.78,52.48,4.93
2996,39,37.25,19.86,60.27,12.61,54.88,21.54,17.13,82.61,6.41
2997,22.79,89.39,96.81,21.27,8.84,24.89,11.62,7.45,25.84,4.66
2998,87.21,1.15,83.07,77.04,23.76,10.44,37.93,57.24,88.5,96.69
2999,59.5,53.81,5.57,54.69,95.02,39.23,87.76,17.92,57.06,87.01
3000,91.25,46.6,23.48,72.35,59.24,72.74,89.83,76.25,3.75,6.72
3001,38.15,59.16,14.92,96.93,79.17,86.87,73.06,27.74,69.88,73.37
3002,65.66,86.3,87.04,7.46,72.12,78.23,74.24,24.55,99.08,74.37
3003,4.4,32.09,92.6,81.64,10.01,83.81,68.67,50.95,15.32,23.9
3004,69.79,43.25,76.2,31.58,87.23,4.71,92.99,4.8,37.79,32.08
3005,81.41,41.01,21.92,16.89,83.55,51.71,20.05,95.77,80.08,21.77
3006,4.62,79.95,15.02,56.94,62.12,63.42,84.88,28.28,23.64,13.22
3007,73.48,91.32,98.47,84.85,19.35,78.95,92.63,60.61,7.26,54.51
3008,59.28,14.77,48.96,81.47,85,83.92,19.15,67.54,10.03,12.43
3009,86.75,82.86,69.31,1.55,38.14,38.6,17.64,27.67,77,57.98
3010,28.76,38.37,56.08,19.99,66.58,81.03,6.47,43.24,67.79,79.25
3011,21.16,10.54,15.13,9.94,46.86,98.56,36.49,48.77,23.48,19.34
3012,24.57,83.53,4.3,24.61,76.75,27.85,60.65,95.63,79.04,12.18
3013,81.19,48.54,47.89,72.79,16.66,30.23,2.93,14.44,30.09,31.38
3014,31.84,23.59,41.26,77.8,57.79,67.47,40.35,0.72,85.69,43.72
3015,52.71,86.52,79.9,81.2,38.44,62.79,4.2,36.76,23.47,33.07
3016,56.36,95.51,43.39,97.64,88.5,73.63,72.48,50.75,90.67,18.39
3017,39.11,52.1,78.71,50.12,86.16,36.28,22.14,63.03,38.8,39.23
3018,94.46,0.99,67.94,63.98,33.03,7.3,36.53,3.34,52.98,73.66
3019,50.3,3.09,97.46,18.49,52.05,60.37,27.17,80.94,83.73,92.19
3020,80.11,24.07,88.16,71.51,86.39,32.12,33.82,9.78,60.35,0.86
3021,44.98,72.07,5.85,34.3,62.49,99.73,3.03,45.78,41.32,52.76
3022,56.62,4.93,59.64,13.35,75.33,78.7,83.46,91.84,13.73,76.08
3023,68.36,84.26,38.57,43.98,38.11,9.03,6.27,5.75,72.12,54.84
3024,81.55,63.61,8.23,63.68,3.58,25.18,9.31,10.3,12.53,13.16
3025,3.58,34.32,50.15,9.41,93.18,94.7,39.75,24.22,82.69,73.66
3026,20.14,92.01,53.68,56.87,66.84,73.45,51.5,67.85,14.6,9.44
3027,93.89,54.9,96.26,51.27,15.01,4.75,42.13,69.17,2.5,39.2
3028,62.75,36.38,25.01,71.01,44.47,44.09,34.84,81.08,30.04,60.66
3029,86.31,22.42,85.53,73.96,15.18,37.95,64.04,92.51,75.32,80.38
3030,78.15,14.5,9.68,44.13,81.48,93.9,20.82,24.69,23.7,0.52
3031,82.61,43.71,6.87,26.89,43.62,68.06,41.04,30.56,96.64,98.94
3032,88.28,89.52,15.16,88.87,90.5,38.62,90.92,82.5,92.19,18.75
3033,64.72,28.62,22.5,97.21,70.29,43.94,2.37,37.77,72.83,64.08
3034,21.08,1.57,20.86,56.57,7.54,65.41,77.58,41.07,47.73,58.22
3035,37.89,94.11,51.57,19.78,49.9,48.23,15.85,68.28,5.94,49.12
3036,48.53,43.2,88.13,81.71,15.38,56.48,54.96,19.13,81.37,19
3037,79.64,80.85,78.93,27.19,99.4,35.67,58.25,82.42,89.37,27.92
3038,20.91,84.5,76.53,98.11,15.77,49.47,22.61,64.35,15.73,17.65
3039,3.04,7.49,64.76,57.64,52.66,6.58,73.86,8.95,59.53,5.63
3040,50.91,69.48,34.26,14.87,2.02,56.79,1.04,83.31,88.08,87.66
3041,61.56,42.06,14.66,4.26,43.84,7.08,46.85,10.58,38.09,90.71
3042,2.49,61.33,82.78,10.64,81.26,97.46,57.41,69.76,30.61,87.54
3043,68.57,44.42,61.73,72.09,20.87,69.08,11.23,8.5,56.32,44.19
3044,40.02,48.69,10.49,55.48,96.93,81.06,52.05,37.44,9.16,4.7
3045,75.62,76.93,84.66,90.84,13.02,54.59,45.47,78.73,54.27,11.71
3046,89.12,85.81,68.53,64.13,8,84.24,77.76,14.38,53.58,18.9
3047,72.91,76.34,25.05,45.94,95.28,81.02,73.03,67.19,21.71,55.75
3048,38,12.13,26.93,52.71,8.92,96.5,48.31,98.54,98.16,73.29
3049,4.36,7.68,93.58,50.57,87.01,66.57,10.21,59.5,25.99,71.18
3050,16.12,47.96,70.05,53.65,8.95,65.97,85.05,33.42,61.43,96.32
3051,77.48,27.13,48.13,64.05,86.1,58.05,60.94,8.01,61.85,23.96
3052,8.19,80.28,19.03,0.77,91.18,31.14,81.17,76.79,39.09,76.94
3053,8.26,33.45,42.67,52.95,71.71,68.34,12.56,77.19,12.66,44.18
3054,87.83,86,67.21,95.53,58.08,29.64,12,53.48,60.97,68.52
3055,3.62,63.52,87.72,34.95,90.81,9.67,12.8,24.14,96.3,33.29
3056,32.93,22.56,87.41,84.72,30.24,19.96,39.27,10.61,2.96,5.31
3057,97.57,58.45,7.99,50.73,53.23,51.83,52.35,66.56,82.38,90.85
3058,54.66,40.39,20.23,8.97,68.59,89.51,43.94,71.78,7.17,95.8
3059,18.3,49.22,59.37,34.3,72.02,41.61,30.34,47.45,21.81,49.82
3060,97,45.49,36.98,71.89,61.25,62.22,26.38,86.91,59.23,2.89
3061,69.92,79.81,54.76,69.19,44.11,23.08,18.84,3.95,98.07,49.96
3062,0.14,80.11,18.94,61.63,24.56,13.47,49.83,4.84,10.32,73.31
3063,9.26,69.6,85.53,73.64,51.08,51.07,87.18,71.31,10.73,34.72
3064,8.17,60.01,69.78,29.26,1.74,55.66,36.22,66.66,21,74.94
3065,95.07,21.7,32.94,36.89,80.38,99.13,95.02,86.47,59,85.03
3066,7.64,97.27,90.92,26.15,52.35,96.3,60.9,59.6,12.73,68.04
3067,63.99,40.71,5.09,15.4,50.24,17.09,74.46,15.86,80.95,82.98
